"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1995",104839.3294,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1996",109166.0578,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1997",124317.0303,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1998",135425.6992,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1999",145199.7906,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2000",162185.6511,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2001",163315.5814,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2002",165467.0831,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2003",172352.1103,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2004",190853.7479,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2005",203505.249,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2006",221133.355,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2007",231037.4494,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2008",235625.5714,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2009",201494.7111,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2010",225558.1754,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2011",239320.3214,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2012",241669.1168,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2013",239801.9015,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2014",252408.8658,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","2015",266601.3954,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1970",76358.0139,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1971",79326.4928,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1972",84376.7619,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1973",91007.6497,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1974",91945.7404,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1975",85905.9783,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1976",93899.0252,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1977",103022.9212,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1978",106852.3874,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1979",109486.7517,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1980",115038.1926,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1981",125250.8324,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1982",125261.8322,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1983",127856.2593,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1984",138381.2041,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1985",149541.3446,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1986",151718.2834,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1987",154096.4553,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1988",162637.5674,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1989",171466.1749,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1990",176546.5375,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1991",174323.7104,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1992",180039.3051,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1993",182099.0878,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1994",185957.1661,"E"
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1995",187689.4131,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1996",193457.3688,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1997",222014.7097,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1998",227884.7846,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","1999",235355.6883,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2000",264052.1558,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2001",264011.6371,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2002",258690.9416,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2003",256173.5119,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2004",280629.832,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2005",299010.0097,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2006",317798.594,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2007",353914.6681,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2008",367582.0086,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2009",330911.5038,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2010",373420.7209,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2011",391750.1342,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2012",395932.4474,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2013",456338.142,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2014",428188.7453,
"CHE","TRADEGOODSERV","EXP","MLN_USD","A","2015",438242.1284,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1970",5722.9747,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1971",6608.5813,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1972",7571.4209,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1973",8894.6818,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1974",8050.2663,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1975",8593.4726,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1976",10624.7039,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1977",7236.744,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1978",9208.7632,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1979",8583.1749,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1980",8197.0092,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1981",13399.9476,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1982",17959.2765,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1983",20314.8869,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1984",25481.7831,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1985",24990.0655,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1986",23715.7189,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1987",29972.372,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1988",35492.2081,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1989",35400.1565,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1990",36303.6889,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1991",37655.8916,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1992",41798.4397,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1993",45010.5706,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1994",51843.3416,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1995",55982.615,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1996",68275.9149,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1997",81333.5369,"E"
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1998",91090.5137,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","1999",81362.5081,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2000",94365.2935,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2001",98079.1431,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2002",104834.0804,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2003",112020.7091,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2004",124528.9317,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2005",134359.3063,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2006",143287.291,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2007",153696.5862,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2008",157911.0921,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2009",149959.0079,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2010",155069.448,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2011",167284.351,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2012",194576.4338,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2013",194167.4206,
"TUR","TRADEGOODSERV","EXP","MLN_USD","A","2014",207427.8881,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1970",134416.1984,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1971",143716.2571,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1972",145261.8954,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1973",163136.9678,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1974",175067.4218,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1975",169879.6977,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1976",185349.195,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1977",198098.3689,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1978",201761.0632,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1979",209369.3505,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1980",208737.9807,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1981",207706.1083,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1982",210017.733,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1983",214245.1431,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1984",228687.5132,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1985",242073.0308,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1986",252153.4823,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1987",266926.359,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1988",268517.4024,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1989",280749.9899,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1990",295576.67,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1991",296067.1027,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1992",309478.431,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1993",323562.1765,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1994",353424.5903,"E"
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1995",386807.9405,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1996",415366.7217,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1997",448075.4596,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1998",462514.6834,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","1999",475576.7723,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2000",521089.2972,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2001",531785.2828,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2002",544730.351,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2003",559639.0851,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2004",587953.835,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2005",635422.8904,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2006",714651.6737,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2007",703795.8548,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2008",711443.5915,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2009",648950.2083,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2010",686543.8507,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2011",726483.6172,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2012",730893.3031,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2013",738717.9981,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2014",749469.64,
"GBR","TRADEGOODSERV","EXP","MLN_USD","A","2015",783204.4504,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1970",195019.6999,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1971",198422.8521,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1972",213860.1718,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1973",254172.8239,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1974",274259.2415,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1975",272523.4671,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1976",284424.1777,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1977",291268.6424,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1978",321978.6501,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1979",353887.3723,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1980",392003.7193,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1981",396845.5999,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1982",366518.3425,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1983",357065.4201,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1984",386194.7971,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1985",399106.2355,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1986",429793.9309,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1987",476601.8701,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1988",553858.1164,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1989",617956.9673,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1990",672468.5004,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1991",716947.7202,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1992",766631.0311,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1993",791750.6524,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1994",861748.6131,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1995",950314.7102,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1996",1028069.5432,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1997",1150545.0698,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1998",1177424.6545,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","1999",1208563.497,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2000",1312082.7152,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2001",1235416.7031,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2002",1214112.5952,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2003",1235532.9567,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2004",1356026.5433,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2005",1440819.3536,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2006",1571007.1278,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2007",1716583.218,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2008",1815040.6644,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2009",1655429.8037,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2010",1852335,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2011",1979241.2972,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2012",2046878.4254,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2013",2118136.9288,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2014",2208569.6506,
"USA","TRADEGOODSERV","EXP","MLN_USD","A","2015",2210990.643,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2004",60230.6244,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2005",67992.4428,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2006",71773.6408,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2007",77633.5651,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2008",78207.9561,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2009",70897.7752,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2010",80750.3778,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2011",84100.5614,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2012",80645.4485,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2013",77806.5349,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2014",72376.2865,
"ARG","TRADEGOODSERV","EXP","MLN_USD","A","2015",72052.3911,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2000",129152.9027,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2001",141074.3962,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2002",150211.5336,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2003",166758.7452,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2004",190895.0386,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2005",209305.2875,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2006",219430.2799,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2007",232982.517,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2008",233936.0002,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2009",212303.7827,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2010",237189.441,
"BRA","TRADEGOODSERV","EXP","MLN_USD","A","2011",248548.9774,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1986",15360.1896,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1987",16395.5076,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1988",18290.1236,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1989",21236.8442,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1990",23066.8619,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1991",25934.8537,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1992",29546.7531,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1993",30590.9972,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1994",34147.9965,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1995",37898.6827,"E"
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1996",42365.031,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1997",47106.2175,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1998",49591.4634,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","1999",52776.7292,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2000",55486.1474,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2001",59330.9905,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2002",60546.2403,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2003",64631.4218,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2004",73689.2165,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2005",75776.7125,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2006",79642.3861,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2007",85368.4777,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2008",84770.9814,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2009",80914.0608,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2010",82794.8118,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2011",87361.9846,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2012",87461.2147,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2013",90342.8136,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2014",91293.1608,
"CHL","TRADEGOODSERV","EXP","MLN_USD","A","2015",89572.5212,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1975",7571.9932,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1976",7330.0969,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1977",7000.4736,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1978",8762.7818,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1979",9495.8452,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1980",9982.0895,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1981",8802.6445,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1982",8664.1817,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1983",8585.3145,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1984",9468.3644,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1985",10827.0472,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1986",13069.0826,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1987",14087.3124,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1988",14123.4805,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1989",15310.5198,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1990",18004.5635,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1991",19333.1083,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1992",20537.8362,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1993",20707.0703,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1994",20943.7259,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1995",21855.6033,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1996",23794.9033,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1997",24560.1001,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1998",26919.2171,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","1999",28427.2898,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2000",30642.1279,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2001",31503.4404,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2002",30754.473,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2003",33018.0932,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2004",36256.7084,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2005",38328.4056,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2006",41623.8621,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2007",44498.0244,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2008",46490.8126,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2009",45168.0827,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2010",45739.1703,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2011",51115.6862,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2012",54177.0903,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2013",56997.0863,
"COL","TRADEGOODSERV","EXP","MLN_USD","A","2014",56238.0881,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1993",4729.4475,"E"
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1994",4895.8649,"E"
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1995",5160.8072,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1996",5293.6069,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1997",6639.6267,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1998",7513.4595,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","1999",7549.0813,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2000",7024.4158,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2001",7469.2636,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2002",7679.9462,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2003",8461.1863,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2004",9924.2755,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2005",11901.561,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2006",13035.7983,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2007",14680.1636,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2008",14812.0223,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2009",11803.9722,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2010",14642.1697,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2011",18181.2596,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2012",19056.4971,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2013",19489.9613,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2014",20096.2865,
"EST","TRADEGOODSERV","EXP","MLN_USD","A","2015",19966.9191,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1993",68069.5917,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1994",74836.5181,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1995",80614.8523,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1996",86709.2675,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1997",93472.5678,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1998",103925.7687,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","1999",70872.1972,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2000",89642.6412,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2001",90220.8185,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2002",89122.8939,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2003",94369.006,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2004",107135.5476,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2005",124921.4542,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2006",136670.9792,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2007",148346.7582,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2008",162489.3496,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2009",159165.5257,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2010",183480.5634,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2011",210580.4938,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2012",213968.2047,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2013",222884.1691,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2014",225104.3647,
"IDN","TRADEGOODSERV","EXP","MLN_USD","A","2015",220665.4982,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1970",5871.9792,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1971",7286.747,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1972",8276.9584,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1973",8730.4904,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1974",9247.0129,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1975",9398.1902,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1976",10710.9268,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1977",11956.7723,
"ISR","TRADEGOODSERV","EXP","MLN_USD","A","1978",12575.5143,
